fecha;mes;unidad;tipo;categoria;descripcion;detalle;area;medio;monto;estado
2026-07-29;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;405469.06;CLASIFICADO
2026-07-29;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;E/T;605044.97;CLASIFICADO
2026-07-29;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;591279.66;CLASIFICADO
2026-07-29;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;1217812.54;CLASIFICADO
2026-07-29;JULIO26;V. OBLIGADO;EGRESO;VEHICULOS SERV/REPARACIONES;GIACONE2;MANTENIMIENTO GIACONE;DEPOSITO/LOG;E;-400000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;BCO MACRO;MANTENIMIENTO;NEGOCIO;T;-64500.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO4;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-115000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GESTORA;GABRIELA PASCUALE;NEGOCIO;E;-400000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-500000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-300000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-250000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-209695.11;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-197165.94;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;IMPUESTO;DEBITO FISCAL;DEBITO FISCAL IVA PERCEPCION - BASICO;NEGOCIO;T;-15480.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-57993.57;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;T;-129779.96;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E/T;-7064000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;4518388.98;CLASIFICADO
2026-07-30;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;3772883.01;CLASIFICADO
2026-07-30;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;4999461.8;CLASIFICADO
2026-07-30;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;E;61000.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;2387859.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E;116400.0;CLASIFICADO
2026-07-30;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;178247.28;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GESTORA;GABRIELA PASCUALE;NEGOCIO;E;-400000.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-600000.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;GERENCIA;PARODI1;ART. LIMPIEZA;NEGOCIO;T;-209695.11;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA;SEMANA LIMPIEZA;NEGOCIO;E;-29500.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-7953600.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-12000000.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;R1 RAMIRO;COMISION FLETERO RAMIRO;DEPOSITO/LOG;E;-730231.98;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;R2 CARLOS;COMISION FLETERO CARLITOS;DEPOSITO/LOG;E;-936726.87;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;SEREY2;MONOTRIBUTO SEREY;VENTAS;E;-42386.74;CLASIFICADO
2026-07-31;JULIO26;CALLAO;EGRESO;VEHICULOS SERV/REPARACIONES;GIACONE;MANTENIMIENTO GIACONE;DEPOSITO/LOG;E;-144600.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;2069350.15;CLASIFICADO
2026-07-31;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T/ECHEQ;4815978.23;CLASIFICADO
2026-07-31;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;1174033.54;CLASIFICADO
2026-07-31;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;355218.47;CLASIFICADO
2026-07-31;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;275000.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E;50000.0;CLASIFICADO
2026-07-31;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;1777581.52;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;GERENCIA;GERENCIA6;RETIROS MERCADERIA ROBERTO;NEGOCIO;E;-166781.86;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;MANTENIMIENTO/REPARACIONES;JULIO2;ELECTRICISTA;NEGOCIO;E;-300000.0;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA2;SEMANA LIMPIEZA;NEGOCIO;E;-21500.0;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LAUTARO;SEMANA AYUDANTE LAUTARO;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LUCAS;SEMANA AYUDANTE SCARCELO;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LUIS;SEMANA AYUDANTE LUIS;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;VEHICULOS COMBUSTIBLE;HIPERGAS2;1 GARRAFA PROPANO 15KG;DEPOSITO/LOG;E;-35600.0;CLASIFICADO
2026-07-31;JULIO26;V. OBLIGADO;EGRESO;VEHICULOS SERV/REPARACIONES;GIACONE2;MANTENIMIENTO GIACONE;DEPOSITO/LOG;E;-155400.0;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;EGRESO;GASTOS VARIOS;BARRIA;JUICIOS;NEGOCIO;T;-2000000.0;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;EGRESO;GASTOS VARIOS;BARRIA2;JUICIO - ABOGADO;NEGOCIO;T;-400000.0;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO4;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-20000.0;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-400000.0;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-3212000.0;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;2539809.62;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;3439779.8;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;1094234.75;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;E/T;3599331.32;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;3826773.53;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;1532184.2;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;7826225.51;CLASIFICADO
2026-08-03;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;VTA MOSTRADOR;COBRANZA MOSTRADOR;NEGOCIO;T;68392.78;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;GASTOS BANCARIOS;TARJETA VISA;VISA COMERCIAL CG;NEGOCIO;T;-1093961.92;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;GASTOS VARIOS;URGE;SISTEMA URGE ROSAFE -  AREA PROTEGIDA;NEGOCIO;T;-47370.25;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-600000.0;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-270258.03;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;T;-226709.65;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ILOLAY;ILOLAY;NEGOCIO;T;-75934.88;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ONNEG;ONNEG;NEGOCIO;T;-1477974.76;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-10938.1;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-28000000.0;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-8000000.0;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;EGRESO;SERVICIOS;TRIUNFO;SAP Y SEGUROS VEHICULOS;NEGOCIO;T;-335425.0;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;3689884.13;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;3228948.3;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;1824154.05;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;60657.35;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;1963915.81;CLASIFICADO
2026-08-04;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;T;1462657.74;CLASIFICADO
2026-08-04;AGOSTO26;V. OBLIGADO;EGRESO;GASTOS VARIOS;URGE2;SISTEMA URGE ROSAFE -  AREA PROTEGIDA;NEGOCIO;T;-47370.25;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-550067.62;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-485483.69;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-694323.71;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-43019.66;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO4;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-45000.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-200000.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-89152.94;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;;-133131.76;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PALOMA;PALOMA;NEGOCIO;E;-726000.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;SODECAR;CUENTA CORRIENTE;NEGOCIO;E/T;-3325197.19;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;SODECAR;CUENTA CORRIENTE;NEGOCIO;T;-1500000.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SERVICIOS;PERSONAL;CONECTIVIDAD PERSONAL FLOW;NEGOCIO;T;-68987.4;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS1;SUELDOS ADMINISTRACION;ADMINISTRACION;E/T;-726849.22;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS1;SUELDOS ADMINISTRACION;ADMINISTRACION;E/T;-755891.44;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS2;SUELDOS DEPOSITO;DEPOSITO/LOG;T;-1066273.49;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS2;SUELDOS DEPOSITO;DEPOSITO/LOG;E/T;-702097.4;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;E;-684462.48;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;T;-768119.68;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;E/T;-726849.22;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;E;-684462.48;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;E/T;-814041.67;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;2642014.01;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;4350628.28;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;777617.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;E/T;829351.15;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;E;337000.0;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;496882.26;CLASIFICADO
2026-08-05;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;800425.61;CLASIFICADO
2026-08-05;AGOSTO26;V. OBLIGADO;EGRESO;SUELDOS QUINCENA;SUELDOS3;SUELDO PABLO MACIEL;DEPOSITO/LOG;E/T;-1014563.82;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;APORTES;CARGA Y DESCARGA;SINDICATO;NEGOCIO;E;-664780.67;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;GASTOS VARIOS;DON WEB;SERVIDOR DONDE ESTAN LAS PAGINAS Y MAILS;NEGOCIO;E;-152373.0;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-400000.0;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;GERENCIA;SEG MERCANTIL;ROBERTO;NEGOCIO;T;-212350.95;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;IMPUESTOS;SUSS1;SUSS AUTONOMO JUAN PABLO;NEGOCIO;T;-148006.32;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ILOLAY;ILOLAY;NEGOCIO;ECHEQ/T;-930853.02;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-4133000.0;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-5400000.0;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;PAGO A PROVEEDORES;SODECAR;CUENTA CORRIENTE;NEGOCIO;T;-1925400.0;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;5207559.34;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;5531139.24;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;2038524.25;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;R4;COBRANZA REPARTO 4;DEPOSITO/LOG;T;218973.7;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;E/T;727060.0;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;859255.78;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;2353374.11;CLASIFICADO
2026-08-06;AGOSTO26;CALLAO;INGRESO;VENTA DIARIA;VTA MOSTRADOR;COBRANZA MOSTRADOR;NEGOCIO;E;307772.58;CLASIFICADO
2026-08-06;AGOSTO26;V. OBLIGADO;EGRESO;MANTENIMIENTO/REPARACIONES;JULIO2;ELECTRICISTA;NEGOCIO;E;-600000.0;CLASIFICADO
