fecha;mes;unidad;tipo;categoria;descripcion;detalle;area;medio;monto;estado
2026-07-01;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E/T;-326944.68;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;T;-367905.95;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E/T;-348138.05;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E/T;-32513.84;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;T;-379773.58;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-600000.0;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-600000.0;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA5;GASTOS VARIOS GERENCIA;NEGOCIO;E;-6000.0;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-213270.66;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS6;AGUINALDO ADMINISTRACION;ADMINISTRACION;E/T;-348138.05;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS6;AGUINALDO ADMINISTRACION;ADMINISTRACION;E/T;-345284.9;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS7;AGUINALDO DEPOSITO;DEPOSITO/LOG;T;-484853.68;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS7;AGUINALDO DEPOSITO;DEPOSITO/LOG;E/T;-336283.04;CLASIFICADO
2026-07-01;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-3094000.0;CLASIFICADO
2026-07-01;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;1141329.57;CLASIFICADO
2026-07-01;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;2671624.32;CLASIFICADO
2026-07-01;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;1388138.45;CLASIFICADO
2026-07-01;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;E/T;373831.78;CLASIFICADO
2026-07-01;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;2278025.14;CLASIFICADO
2026-07-01;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V29;COBRANZA V29;VENTAS;E/T;136798.81;CLASIFICADO
2026-07-01;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T/ECHEQ;1842389.43;CLASIFICADO
2026-07-01;JULIO26;V. OBLIGADO;EGRESO;GERENCIA;GERENCIA6;RETIROS MERCADERIA ROBERTO;NEGOCIO;E;-151828.83;CLASIFICADO
2026-07-01;JULIO26;V. OBLIGADO;EGRESO;MEDIO AGUINALDO;SUELDOS8;AGUILANDO VUELTA OBLIG;DEPOSITO/LOG;E/T;-485945.18;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO2;GASTOS VARIOS DEPO;DEPOSITO/LOG;E;-11200.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-600000.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-600000.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-33650.53;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;T;-73053.59;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-3720000.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;JUAN;SUELDO SEMANAL JUAN;NEGOCIO;E;-300000.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;SERVICIOS;PERSONAL;CONECTIVIDAD PERSONAL FLOW;NEGOCIO;T;-151912.4;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;SERVICIOS;TRIUNFO;SAP Y SEGUROS VEHICULOS;NEGOCIO;T;-335425.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;VEHICULOS COMBUSTIBLE;HIPERGAS1;1 GARRAFA PROPANO 15KG;DEPOSITO/LOG;E;-35554.3;CLASIFICADO
2026-07-02;JULIO26;CALLAO;EGRESO;VEHICULOS SERV/REPARACIONES;GIACONE;MANTENIMIENTO GIACONE;DEPOSITO/LOG;E;-300000.0;CLASIFICADO
2026-07-02;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;6526688.52;CLASIFICADO
2026-07-02;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;4129397.17;CLASIFICADO
2026-07-02;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;2222824.18;CLASIFICADO
2026-07-02;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;498323.04;CLASIFICADO
2026-07-02;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;743162.78;CLASIFICADO
2026-07-02;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;1154500.25;CLASIFICADO
2026-07-02;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;992514.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;BARRIA;JUICIOS;NEGOCIO;T;-2000000.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;BARRIA2;JUICIO - ABOGADO;NEGOCIO;T;-400000.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-600000.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA;SEMANA LIMPIEZA;NEGOCIO;E;-34000.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ILOLAY;ILOLAY;NEGOCIO;T;-408374.02;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ONNEG;ONNEG;NEGOCIO;T;-1600128.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ORALI;CUENTA CORRIENTE;NEGOCIO;T;-2089955.02;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-5688600.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;JUAN;SUELDO SEMANAL JUAN;NEGOCIO;T;-800000.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;R1 RAMIRO;COMISION FLETERO RAMIRO;DEPOSITO/LOG;E;-328001.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;R2 CARLOS;COMISION FLETERO CARLITOS;DEPOSITO/LOG;E;-690918.12;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;SERVICIOS;DEMARCHI;MONITOREO ALARMA;NEGOCIO;E;-113000.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;EGRESO;VEHICULOS SERV/REPARACIONES;POLACO1;MANTENIMIENTO POLACO;DEPOSITO/LOG;E;-400000.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;2366998.59;CLASIFICADO
2026-07-03;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T/CHEQ;6009551.85;CLASIFICADO
2026-07-03;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;2147225.54;CLASIFICADO
2026-07-03;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;566012.26;CLASIFICADO
2026-07-03;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;416753.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;139980.0;CLASIFICADO
2026-07-03;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;T;764101.64;CLASIFICADO
2026-07-03;JULIO26;V. OBLIGADO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA2;SEMANA LIMPIEZA;NEGOCIO;E;-21500.0;CLASIFICADO
2026-07-03;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LAUTARO;SEMANA AYUDANTE LAUTARO;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-03;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;LUIS;SEMANA AYUDANTE LUIS;DEPOSITO/LOG;E;-105000.0;CLASIFICADO
2026-07-03;JULIO26;V. OBLIGADO;EGRESO;SERVICIO TERCIARIZADO;OCAMPO;SEMANA AYUDANTE OCAMPO;DEPOSITO/LOG;E;-35000.0;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-412817.32;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-730141.74;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-539531.09;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E;-120824.74;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-400000.0;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-200000.0;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-87139.74;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;T;-80228.98;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ILOLAY;ILOLAY;NEGOCIO;T;-731032.03;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E/T/ECHEQ;-8571240.94;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;HOLANDO2;SEGUROS PERSONALES;NEGOCIO;T;-57414.06;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS1;SUELDOS ADMINISTRACION;ADMINISTRACION;E/T;-757421.0;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS1;SUELDOS ADMINISTRACION;ADMINISTRACION;E/T;-786212.62;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS2;SUELDOS DEPOSITO;DEPOSITO/LOG;T;-1054861.94;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS2;SUELDOS DEPOSITO;DEPOSITO/LOG;E/T;-707917.42;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;T;-715034.26;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;T;-800427.3;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;E/T;-757421.0;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;T;-684462.48;CLASIFICADO
2026-07-06;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS4;SUELDOS VENTAS;VENTAS;E/T;-826247.54;CLASIFICADO
2026-07-06;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;3217399.44;CLASIFICADO
2026-07-06;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;7136375.48;CLASIFICADO
2026-07-06;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;2712686.24;CLASIFICADO
2026-07-06;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;E/T;4814629.0;CLASIFICADO
2026-07-06;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;2468563.16;CLASIFICADO
2026-07-06;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T/ECHEQ;10397827.5;CLASIFICADO
2026-07-06;JULIO26;CALLAO;INGRESO;VENTA DIARIA;VTA MOSTRADOR;COBRANZA MOSTRADOR;NEGOCIO;T;313919.06;CLASIFICADO
2026-07-06;JULIO26;V. OBLIGADO;EGRESO;SUELDOS QUINCENA;SUELDOS3;SUELDO PABLO MACIEL;DEPOSITO/LOG;E/T;-1057236.4;CLASIFICADO
2026-07-06;JULIO26;V. OBLIGADO;EGRESO;VEHICULOS COMBUSTIBLE;HIPERGAS2;1 GARRAFA PROPANO 15KG;DEPOSITO/LOG;E;-35600.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;GASTOS BANCARIOS;TARJETA VISA;VISA COMERCIAL CG;NEGOCIO;T;-1216845.82;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;GASTOS VARIOS;GASTO4;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-14572.5;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-400000.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;IMPUESTO;DEBITO FISCAL;DEBITO FISCAL IVA PERCEPCION - BASICO;NEGOCIO;T;-3724.8;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;IMPUESTO?;COM. SERV;COM. SERV DESC NO AUTORIZ;NEGOCIO;T;-15520.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;IMPUESTOS;DBCR 25413;TASA GRAL S/DB;NEGOCIO;T;-101875.42;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;IMPUESTOS;IIBB;INGRESOS BRUTOS;NEGOCIO;T;-312496.25;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;IMPUESTOS;SUSS1;SUSS AUTONOMO JUAN PABLO;NEGOCIO;T;-144891.15;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PALOMA;PALOMA;NEGOCIO;E/C;-912900.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;E;-1452200.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-5000000.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;SODECAR;CUENTA CORRIENTE;NEGOCIO;E/T;-8885821.6;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;EGRESO;VEHICULOS COMBUSTIBLE;MENJUA;MENJUA;NEGOCIO;C;-1276647.08;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;4558937.12;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;4475851.97;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;270961.7;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;E/T;184401.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;190300.0;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;3135502.68;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;T;2975657.9;CLASIFICADO
2026-07-07;JULIO26;CALLAO;INGRESO;VENTA DIARIA;VTA MOSTRADOR;COBRANZA MOSTRADOR;NEGOCIO;E;960236.64;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E/T;-326944.68;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;T;-367905.95;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E/T;-348138.05;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;E/T;-32513.84;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;COMISIONES+PREMIO;SUELDOS9;COMISIONES Y PREMIO VTAS;VENTAS;T;-379773.58;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA1;RETIRO DE RECAUDACIÓN;NEGOCIO;E;-200000.0;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA2;MOVIMIENTOS DE BANCO;NEGOCIO;T;-400000.0;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA8;RETIROS MERCADERIA GERARDO;NEGOCIO;E;-72355.85;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;IMPUESTOS;931;MAYO;NEGOCIO;T;-5347539.96;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS6;AGUINALDO ADMINISTRACION;ADMINISTRACION;E/T;-348138.05;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS6;AGUINALDO ADMINISTRACION;ADMINISTRACION;E/T;-345284.9;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS7;AGUINALDO DEPOSITO;DEPOSITO/LOG;T;-484853.68;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;MEDIO AGUINALDO;SUELDOS7;AGUINALDO DEPOSITO;DEPOSITO/LOG;E/T;-336283.04;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;ILOLAY;ILOLAY;NEGOCIO;T;-703624.17;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;PAGO A PROVEEDORES;PAULINA;LA PAULINA;NEGOCIO;T;-5000000.0;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;SUELDOS QUINCENA;SUELDOS1;SUELDOS ADMINISTRACION;ADMINISTRACION;T;-500000.0;CLASIFICADO
2026-07-08;JULIO26;CALLAO;EGRESO;VEHICULOS COMBUSTIBLE;MENJUA;MENJUA;NEGOCIO;T/C;-1361707.09;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;6928224.66;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;5165446.75;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;2212852.1;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;363110.67;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;632637.14;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;T;1579769.0;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;E/T;861065.19;CLASIFICADO
2026-07-08;JULIO26;CALLAO;INGRESO;VENTA DIARIA;VTA MOSTRADOR;COBRANZA MOSTRADOR;NEGOCIO;T;162117.0;CLASIFICADO
2026-07-08;JULIO26;V. OBLIGADO;EGRESO;GASTOS VARIOS;GASTO7;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-100000.0;CLASIFICADO
2026-07-08;JULIO26;V. OBLIGADO;EGRESO;GERENCIA;GERENCIA6;RETIROS MERCADERIA ROBERTO;NEGOCIO;E;-58453.72;CLASIFICADO
2026-07-08;JULIO26;V. OBLIGADO;EGRESO;MEDIO AGUINALDO;SUELDOS8;AGUILANDO VUELTA OBLIG;DEPOSITO/LOG;E/T;-485945.18;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;GERENCIA;GERENCIA8;RETIROS MERCADERIA GERARDO;NEGOCIO;E;-8011.14;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA;SEMANA LIMPIEZA;NEGOCIO;E;-56333.33;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA;SEMANA LIMPIEZA;NEGOCIO;E;-34000.0;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;CANTEROS;JORNAL;DEPOSITO/LOG;E;-70200.0;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;R1 RAMIRO;COMISION FLETERO RAMIRO;DEPOSITO/LOG;E;-298001.0;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;R2 CARLOS;COMISION FLETERO CARLITOS;DEPOSITO/LOG;E;-798597.04;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;SEREY1;OBRA SOCIAL SEREY;VENTAS;E;-388068.49;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;SERVICIO TERCIARIZADO;SEREY2;MONOTRIBUTO SEREY;VENTAS;E;-42386.74;CLASIFICADO
2026-07-10;JULIO26;CALLAO;EGRESO;VEHICULOS SERV/REPARACIONES;POLACO1;MANTENIMIENTO POLACO;DEPOSITO/LOG;E;-448000.0;CLASIFICADO
2026-07-10;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R1;COBRANZA REPARTO 1;DEPOSITO/LOG;E/T;4118408.23;CLASIFICADO
2026-07-10;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R2;COBRANZA REPARTO 2;DEPOSITO/LOG;E/T;3495183.82;CLASIFICADO
2026-07-10;JULIO26;CALLAO;INGRESO;VENTA DIARIA;R3;COBRANZA REPARTO 3;DEPOSITO/LOG;E/T;3857486.45;CLASIFICADO
2026-07-10;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V24;COBRANZA V24;VENTAS;T;31846.12;CLASIFICADO
2026-07-10;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V26;COBRANZA V26;VENTAS;T;143000.0;CLASIFICADO
2026-07-10;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V28;COBRANZA V28;VENTAS;E/T;1258974.0;CLASIFICADO
2026-07-10;JULIO26;CALLAO;INGRESO;VENTA DIARIA;V30;COBRANZA V30;VENTAS;T;197310.97;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;GASTOS VARIOS;GASTO7;GASTOS VARIOS NEGOCIO;NEGOCIO;E;-400000.0;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA2;SEMANA LIMPIEZA;NEGOCIO;E;-56333.33;CLASIFICADO
2026-07-10;JULIO26;V. OBLIGADO;EGRESO;MANTENIMIENTO/REPARACIONES;LIMPIEZA2;SEMANA LIMPIEZA;NEGOCIO;E;-21500.0;CLASIFICADO
